Course Code,Exam Type,Date(s),Room Info
LER-1302,Skriftlig skoleeksamen,Dato: 16. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
LER-1303,Muntlig eksamen,Dato: 3. desember 2024 kl. 09:00,N/A
LER-1304,Muntlig eksamen,Dato: 3. desember 2024 kl. 09:00,N/A
LER-1310,Muntlig eksamen,Dato: 4. desember 2024 kl. 08:30,N/A
LER-1312,Skriftlig skoleeksamen,Dato: 16. mai 2025 kl. 09:00,"(ALTA): Campus Alta: Paviljong 1, 2, 3 og m.bygg – Rom P178, Parilla
(ALTA): Campus Alta: Paviljong 1, 2, 3 og m.bygg – Rom P179, Sarikoski"
LER-1351,Muntlig eksamen,Fra 5. desember  til 5. desember 2024,N/A
LER-1352,Muntlig eksamen,Fra 5. desember  til 5. desember 2024,N/A
LER-1501,Praktisk eksamen,Dato: 29. november 2024 kl. 08:00,N/A
LER-1511,Praktisk eksamen,Fra 2. desember  til 3. desember 2024,N/A
LER-1711,Skriftlig skoleeksamen,Dato: 9. desember 2024 kl. 09:00,"(ALTA): Campus Alta Byggetrinn 2 – Rom 2108, Seminarrom (Alta)"
LER-2050,Oppgave,Innlevering: 11. desember 2024 kl. 14:00,N/A
LER-2051,Oppgave,Innlevering: 19. mai 2025 kl. 14:00,Digital undervisning – Digital undervisning
LER-2060,Oppgave,Innlevering: 13. desember 2024 kl. 14:00,N/A
LER-2061,Oppgave,Innlevering: 26. mai 2025 kl. 14:00,N/A
LER-2071,Oppgave,Innlevering: 9. mai 2025 kl. 13:00,N/A
LER-2152,Skriftlig skoleeksamen,Dato: 12. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
LER-2162,Skriftlig skoleeksamen,Dato: 12. mai 2025 kl. 09:00,"(ALTA): Campus Alta: Paviljong 1, 2, 3 og m.bygg – Rom P179, Sarikoski"
LER-2201,Hjemmeeksamen,"Utlevering: 2. juni 2025 kl. 08:00
Innlevering: 6. juni 2025 kl. 13:00",Digital undervisning – Digital undervisning
LER-2202,Skriftlig skoleeksamen,Dato: 22. mai 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
LER-2211,Hjemmeeksamen,"Utlevering: 2. juni 2025 kl. 09:00
Innlevering: 6. juni 2025 kl. 14:00",N/A
LER-2212,Skriftlig skoleeksamen,Dato: 19. mai 2025 kl. 09:00,"(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)"
LER-2221,Hjemmeeksamen,"Utlevering: 2. juni 2025 kl. 08:00
Innlevering: 6. juni 2025 kl. 13:00",Digital undervisning – Digital undervisning
LER-2252,Hjemmeeksamen,"Utlevering: 17. januar 2025 kl. 09:00
Innlevering: 24. januar 2025 kl. 14:00",N/A
LER-2262,Hjemmeeksamen,"Utlevering: 23. april 2025 kl. 09:00
Innlevering: 30. april 2025 kl. 14:00",N/A
LER-2303,Skriftlig skoleeksamen,Dato: 6. desember 2024 kl. 09:00,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
LER-3000,Oppgave,Innlevering: 6. desember 2024 kl. 14:00,N/A
LER-3001,Hjemmeeksamen,"Utlevering: 29. november 2024 kl. 09:00
Innlevering: 29. november 2024 kl. 15:00",N/A
LER-3002,Hjemmeeksamen,"Utlevering: 29. november 2024 kl. 09:00
Innlevering: 29. november 2024 kl. 15:00",N/A
LER-3010,Muntlig eksamen,Fra 9. desember  til 11. desember 2024,N/A
LER-3011,Hjemmeeksamen,"Utlevering: 2. desember 2024 kl. 09:00
Innlevering: 2. desember 2024 kl. 15:00",N/A
LER-3012,Hjemmeeksamen,"Utlevering: 2. desember 2024 kl. 09:00
Innlevering: 2. desember 2024 kl. 15:00",N/A
LER-3050,Oppgave,Innlevering: 12. mai 2025 kl. 13:00,Digital undervisning – Digital undervisning
LER-3100,Hjemmeeksamen,"Utlevering: 2. mai 2025 kl. 12:00
Innlevering: 9. mai 2025 kl. 12:00",Digital undervisning – Digital undervisning
LER-3110,Hjemmeeksamen,"Utlevering: 13. mai 2025 kl. 09:00
Innlevering: 15. mai 2025 kl. 14:00",N/A
LER-3111,Praktisk eksamen,Dato: 22. mai 2025 kl. 08:30,N/A
LER-3151,Oppgave,Innlevering: 9. mai 2025 kl. 13:00,Digital undervisning – Digital undervisning
LER-3211,Skriftlig skoleeksamen,Dato: 22. mai 2025 kl. 09:00,"(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)"
LER-3250,Hjemmeeksamen,"Utlevering: 9. mai 2025 kl. 09:00
Innlevering: 23. mai 2025 kl. 14:00",Digital undervisning – Digital undervisning
LER-3301,Mappevurdering,Innlevering: 14. mai 2025 kl. 14:00,N/A
LER-3680,Oppgave,Innlevering: 12. desember 2024 kl. 14:00,N/A
LER-3901,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
LER-3902,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
LER-3903,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
LER-3904,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
LER-3905,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
LER-3906,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
LER-3908,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
LER-3911,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
LER-3912,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
LER-3913,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
LIN-3990,Assignment,Innlevering: 15. mai 2025 kl. 14:00,N/A
MDA-1008,Mappevurdering,Innlevering: 11. juni 2025 kl. 14:00,N/A
MDA-1008,Skriftlig skoleeksamen,Dato: 6. juni 2025 kl. 09:00,"(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)"
MDA-1013,Muntlig eksamen,Dato: 12. desember 2024 kl. 08:00,N/A
MDA-1014,Skriftlig skoleeksamen,Dato: 9. april 2025 kl. 09:00,"(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)"
MDA-2001,Oppgave,Innlevering: 9. desember 2024 kl. 14:00,N/A
MDA-2002,Oppgave,Innlevering: 9. desember 2024 kl. 14:00,N/A
MDA-2003,Mappevurdering,Innlevering: 6. juni 2025 kl. 14:00,N/A
MDV-1000,Hjemmeeksamen,"Utlevering: 14. november 2024 kl. 09:00
Innlevering: 21. november 2024 kl. 14:00",N/A
MDV-1004,Oppgave,Innlevering: 11. desember 2024 kl. 14:00,N/A
MDV-1005,Hjemmeeksamen,"Utlevering: 28. februar 2025 kl. 09:00
Innlevering: 7. mars 2025 kl. 14:00",N/A
MDV-1013,Oppgave,Innlevering: 27. november 2024 kl. 14:00,N/A
MDV-1201,Hjemmeeksamen,"Utlevering: 12. mars 2025 kl. 09:00
Innlevering: 12. mars 2025 kl. 17:00",N/A
MDV-1203,Muntlig eksamen,Dato: 29. november 2024 kl. 09:00,N/A
MDV-1204,Hjemmeeksamen,"Utlevering: 20. november 2024 kl. 09:00
Innlevering: 27. november 2024 kl. 14:00",N/A
MDV-1206,Oppgave,Innlevering: 22. mai 2025 kl. 14:00,N/A
MDV-1210,Mappevurdering,Innlevering: 11. desember 2024 kl. 14:00,N/A
MDV-2035,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
MDV-3050,Hjemmeeksamen,"Utlevering: 18. november 2024 kl. 09:00
Innlevering: 28. november 2024 kl. 14:00",N/A
MDV-3051,Hjemmeeksamen,"Utlevering: 4. desember 2024 kl. 09:00
Innlevering: 4. desember 2024 kl. 17:00",N/A
MDV-3062,Oppgave,Innlevering: 30. april 2025 kl. 14:00,N/A
MDV-3950,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
NOR-0035,Skriftlig skoleeksamen,Dato: 3. desember 2024 kl. 09:00,(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
NOR-0035,Skriftlig skoleeksamen,Dato: 19. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
NOR-0036,Muntlig eksamen,Fra 9. desember  til 10. desember 2024,N/A
NOR-1011,Skriftlig skoleeksamen,Dato: 6. desember 2024 kl. 09:00,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
NOR-1014,Hjemmeeksamen,"Utlevering: 16. mai 2025 kl. 09:00
Innlevering: 23. mai 2025 kl. 14:00",N/A
NOR-1015,Oppgave,Innlevering: 2. mai 2025 kl. 14:00,N/A
NOR-1021,Skriftlig skoleeksamen,Dato: 6. desember 2024 kl. 09:00,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
NOR-1024,Hjemmeeksamen,"Utlevering: 16. mai 2025 kl. 09:00
Innlevering: 23. mai 2025 kl. 14:00",N/A
NOR-1025,Oppgave,Innlevering: 2. mai 2025 kl. 14:00,N/A
NOR-1110,Hjemmeeksamen,"Utlevering: 2. juni 2025 kl. 09:00
Innlevering: 10. juni 2025 kl. 14:00",N/A
NOR-1111,Hjemmeeksamen,"Utlevering: 26. november 2024 kl. 09:00
Innlevering: 3. desember 2024 kl. 14:00",N/A
NOR-1112,Hjemmeeksamen,"Utlevering: 20. november 2024 kl. 09:00
Innlevering: 22. november 2024 kl. 13:00",N/A
NOR-1120,Hjemmeeksamen,"Utlevering: 2. juni 2025 kl. 09:00
Innlevering: 10. juni 2025 kl. 14:00",N/A
NOR-1121,Hjemmeeksamen,"Utlevering: 26. november 2024 kl. 09:00
Innlevering: 3. desember 2024 kl. 14:00",N/A
NOR-1122,Hjemmeeksamen,"Utlevering: 20. november 2024 kl. 09:00
Innlevering: 22. november 2024 kl. 13:00",N/A
NOR-2043,Oppgave,Innlevering: 6. juni 2025 kl. 14:00,N/A
NOR-2126,Hjemmeeksamen,"Utlevering: 14. mai 2025 kl. 09:00
Innlevering: 21. mai 2025 kl. 14:00",N/A
NOR-2950,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
NOR-2951,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
NOR-2980,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
NOR-2981,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
NOR-3016,Oppgave,Innlevering: 22. november 2024 kl. 14:00,N/A
NOR-3063,Oppgave,Innlevering: 3. desember 2024 kl. 14:00,N/A
NOR-3115,Oppgave,Innlevering: 20. november 2024 kl. 14:00,N/A
NOR-3135,Muntlig eksamen,Dato: 2. desember 2024 kl. 09:00,N/A
NOR-3137,Hjemmeeksamen,"Utlevering: 4. desember 2024 kl. 09:00
Innlevering: 11. desember 2024 kl. 14:00",N/A
NOR-3601,Hjemmeeksamen,"Utlevering: 30. april 2025 kl. 09:00
Innlevering: 8. mai 2025 kl. 14:00",N/A
NOR-3910,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
NOR-3920,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
NOR-3982,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
NOR-3983,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
NOR-6004,Hjemmeeksamen,"Utlevering: 27. november 2024 kl. 09:00
Innlevering: 4. desember 2024 kl. 14:00",N/A
NOR-6005,Hjemmeeksamen,"Utlevering: 24. april 2025 kl. 09:00
Innlevering: 2. mai 2025 kl. 14:00",N/A
PED-0001,Muntlig eksamen,Fra 2. desember  til 6. desember 2024,N/A
PED-0700,Hjemmeeksamen,"Utlevering: 26. november 2024 kl. 09:00
Innlevering: 26. november 2024 kl. 16:00",N/A
PED-1001,Hjemmeeksamen,"Utlevering: 19. november 2024 kl. 09:00
Innlevering: 19. november 2024 kl. 16:00",N/A
PED-1002,Hjemmeeksamen,"Utlevering: 30. mai 2025 kl. 09:00
Innlevering: 6. juni 2025 kl. 14:00",N/A
PED-1005,Hjemmeeksamen,"Utlevering: 2. mai 2025 kl. 09:00
Innlevering: 9. mai 2025 kl. 14:00",N/A
PED-1006,Skriftlig skoleeksamen,Dato: 20. mai 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
PED-1012,Hjemmeeksamen,"Utlevering: 20. november 2024 kl. 09:00
Innlevering: 22. november 2024 kl. 13:00",N/A
PED-1012,Muntlig eksamen,Fra 5. desember  til 9. desember 2024,N/A
PED-1014,Skriftlig skoleeksamen,Dato: 16. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
PED-1017,Muntlig eksamen,Dato: 27. mai 2025 kl. 08:15,N/A
PED-1018,Hjemmeeksamen,"Utlevering: 8. mai 2025 kl. 09:00
Innlevering: 8. mai 2025 kl. 17:00",N/A
PED-1021,Off campus exam,Innlevering: 30. mai 2025 kl. 14:00,N/A
PED-2003,Oppgave,Innlevering: 6. mai 2025 kl. 14:00,N/A
PED-2017,Hjemmeeksamen,"Utlevering: 25. november 2024 kl. 09:00
Innlevering: 2. desember 2024 kl. 14:00",N/A
PED-2020,Hjemmeeksamen,"Utlevering: 22. november 2024 kl. 09:00
Innlevering: 22. november 2024 kl. 16:00",N/A
PED-2021,Muntlig eksamen,Fra 18. november  til 20. november 2024,N/A
PED-3017,Hjemmeeksamen,"Utlevering: 25. november 2024 kl. 09:00
Innlevering: 2. desember 2024 kl. 14:00",N/A
PED-3018,Hjemmeeksamen,"Utlevering: 2. desember 2024 kl. 09:00
Innlevering: 9. desember 2024 kl. 14:00",N/A
PED-3032,Hjemmeeksamen,"Utlevering: 20. november 2024 kl. 14:00
Innlevering: 5. desember 2024 kl. 14:00",N/A
PED-3037,Hjemmeeksamen,Innlevering: 7. mai 2025 kl. 14:00,N/A
PED-3039,Hjemmeeksamen,"Utlevering: 16. desember 2024 kl. 09:00
Innlevering: 20. desember 2024 kl. 14:00",N/A
PED-3056,Hjemmeeksamen,"Utlevering: 22. november 2024 kl. 09:00
Innlevering: 29. november 2024 kl. 14:00",N/A
PED-3065,Mappevurdering,Innlevering: 6. juni 2025 kl. 14:00,N/A
PED-3200,Hjemmeeksamen,Innlevering: 11. desember 2024 kl. 14:00,N/A
PED-3301,Hjemmeeksamen,"Utlevering: 22. november 2024 kl. 09:00
Innlevering: 29. november 2024 kl. 14:00",N/A
PED-3302,Muntlig eksamen,Fra 5. desember  til 5. desember 2024,N/A
PED-3303,Oppgave,Innlevering: 9. desember 2024 kl. 14:00,N/A
PED-3900,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
PED-3901,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
PED-3903,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
PED-3905,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
PED-3910,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
PED-3911,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
PED-6327,Hjemmeeksamen,Innlevering: 30. april 2025 kl. 14:00,N/A
PED-6341,Muntlig eksamen,Fra 4. desember  til 6. desember 2024,N/A
PED-6342,Oppgave,Innlevering: 9. mai 2025 kl. 14:00,N/A
PED-6343,Oppgave,Innlevering: 28. mai 2025 kl. 14:00,N/A
PFF-1020,Muntlig eksamen,Fra 11. desember  til 13. desember 2024,N/A
PFF-2001,Praksisvurdering,Innlevering: 29. november 2024 kl. 14:00,N/A
PFF-2021,Muntlig eksamen,Fra 4. desember  til 6. desember 2024,N/A
PFF-2022,Muntlig eksamen,Fra 9. desember  til 10. desember 2024,N/A
PFF-2024,Oppgave,Innlevering: 25. november 2024 kl. 14:00,N/A
PFF-2025,Skriftlig skoleeksamen,Dato: 25. november 2024 kl. 09:00,"(TROMSO): Teorifagbygget hus 4 – Rom 4.213, Seminarom (Tromsø)"
PFF-2026,Muntlig eksamen,Fra 2. desember  til 3. desember 2024,N/A
PFF-2027,Muntlig eksamen,Fra 2. desember  til 3. desember 2024,N/A
PFF-2028,Skriftlig skoleeksamen,Dato: 25. november 2024 kl. 09:00,"(TROMSO): Teorifagbygget hus 4 – Rom 4.213, Seminarom (Tromsø)"
PFF-2029,Hjemmeeksamen,"Utlevering: 28. november 2024 kl. 13:00
Innlevering: 29. november 2024 kl. 13:00",N/A
PFF-3002,Praksisvurdering,Innlevering: 9. desember 2024 kl. 14:00,N/A
PFF-3022,Oppgave,Innlevering: 30. mai 2025 kl. 14:00,N/A
PFF-3025,Oppgave,Innlevering: 16. mai 2025 kl. 14:00,N/A
PFF-3026,Skriftlig skoleeksamen,Dato: 3. juni 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
PFF-3027,Hjemmeeksamen,"Utlevering: 16. juni 2025 kl. 09:00
Innlevering: 16. juni 2025 kl. 15:00",N/A
PFF-3028,Hjemmeeksamen,"Utlevering: 2. juni 2025 kl. 09:00
Innlevering: 4. juni 2025 kl. 13:00",N/A
PFF-3029,Oppgave,Innlevering: 27. mai 2025 kl. 14:00,N/A
PFF-3030,Oppgave,Innlevering: 27. mai 2025 kl. 14:00,N/A
PFF-3101,Muntlig eksamen,Dato: 19. november 2024 kl. 08:15,N/A
PFF-3102,Oppgave,Innlevering: 2. desember 2024 kl. 14:00,N/A
PFF-5010,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
PFF-5020,Hjemmeeksamen,Innlevering: 15. mai 2025 kl. 14:00,N/A
PFF-5025,Skriftlig skoleeksamen,Dato: 2. juni 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
PFF-5027,Skriftlig skoleeksamen,Dato: 19. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
REL-1000,Skriftlig skoleeksamen,Dato: 27. november 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
REL-1019,Skriftlig skoleeksamen,Dato: 3. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
REL-1022,Muntlig eksamen,Fra 3. desember  til 6. desember 2024,N/A
REL-1032,Skriftlig skoleeksamen,Dato: 22. mai 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
REL-1034,Skriftlig skoleeksamen,Dato: 21. november 2024 kl. 09:00,(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
REL-1035,Skriftlig skoleeksamen,Dato: 30. april 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
REL-1050,Skriftlig skoleeksamen,Dato: 28. april 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
REL-2008,Mappevurdering,Innlevering: 20. mai 2025 kl. 14:00,N/A
REL-2015,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
REL-2025,Oppgave,Innlevering: 2. juni 2025 kl. 14:00,N/A
REL-3054,Mappevurdering,Innlevering: 20. november 2024 kl. 14:00,N/A
REL-3054,Mappevurdering,Innlevering: 20. mai 2025 kl. 14:00,N/A
REL-3056,Oppgave,Innlevering: 2. juni 2025 kl. 14:00,N/A
REL-3057,Oppgave,Innlevering: 22. november 2024 kl. 14:00,N/A
REL-3057,Oppgave,Innlevering: 2. juni 2025 kl. 14:00,N/A
REL-3058,Oppgave,Innlevering: 2. juni 2025 kl. 14:00,N/A
REL-3900,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
REL-3901,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
REL-3980,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
RUS-0100,Muntlig eksamen,Fra 2. desember  til 3. desember 2024,N/A
RUS-0100,Skriftlig skoleeksamen,Dato: 22. november 2024 kl. 09:00,"(TROMSO): Teorifagbygget hus 1 – Rom 1.343, undervisning"
RUS-1001,Skriftlig skoleeksamen,Dato: 19. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
RUS-1025,Skriftlig skoleeksamen,Dato: 26. november 2024 kl. 09:00,(TROMSO): Teorifagbygget hus 1 – Plan 3 rom til bruk for eksamen
RUS-1110,Skriftlig skoleeksamen,Dato: 20. november 2024 kl. 09:00,"(TROMSO): Teorifagbygget hus 4 – Rom 4.248, leserom (Tromsø)"
RUS-1115,Skriftlig skoleeksamen,Dato: 30. april 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
RUS-1210,Oppgave,Innlevering: 9. desember 2024 kl. 14:00,N/A
RUS-2021,Skriftlig skoleeksamen,Dato: 29. november 2024 kl. 09:00,(TROMSO): Teorifagbygget hus 1 – Plan 3 rom til bruk for eksamen
RUS-2025,Skriftlig skoleeksamen,Dato: 7. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
RUS-2040,Skriftlig skoleeksamen,Dato: 12. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
RUS-2110,Oppgave,Innlevering: 22. mai 2025 kl. 14:00,N/A
RUS-2990,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
RUS-3010,School exam,Dato: 3. desember 2024 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
RUS-3030,Assignment,Innlevering: 12. mai 2025 kl. 14:00,N/A
RUS-3041,Oral exam,Dato: 6. desember 2024 kl. 09:00,N/A
RUS-3043,Muntlig eksamen,Dato: 6. desember 2024 kl. 09:00,N/A
RUS-3090,Hjemmeeksamen,"Utlevering: 4. desember 2024 kl. 09:00
Innlevering: 11. desember 2024 kl. 14:00",N/A
RUS-3114,Oppgave,Innlevering: 20. november 2024 kl. 14:00,N/A
RUS-3115,Hjemmeeksamen,"Utlevering: 5. mai 2025 kl. 09:00
Innlevering: 7. mai 2025 kl. 13:00",N/A
RUS-3920,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
RUS-3982,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
SAM-1010,Skriftlig skoleeksamen,Dato: 29. november 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
SAM-1011,Skriftlig skoleeksamen,Dato: 26. mai 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
SAM-1012,Oppgave,Innlevering: 5. mai 2025 kl. 14:00,N/A
SAM-1013,Oppgave,Innlevering: 6. desember 2024 kl. 14:00,N/A
SAM-1031,Hjemmeeksamen,"Utlevering: 20. november 2024 kl. 09:00
Innlevering: 20. november 2024 kl. 15:00",N/A
SAM-1031,Muntlig eksamen,Fra 2. desember  til 6. desember 2024,N/A
SAM-1034,Muntlig eksamen,Fra 9. desember  til 13. desember 2024,N/A
SAM-1035,Hjemmeeksamen,"Utlevering: 22. november 2024 kl. 09:00
Innlevering: 6. desember 2024 kl. 14:00",N/A
SAM-1035,Hjemmeeksamen,"Utlevering: 23. april 2025 kl. 09:00
Innlevering: 8. mai 2025 kl. 14:00",N/A
SAM-1110,Skriftlig skoleeksamen,Dato: 21. november 2024 kl. 09:00,(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
SAM-1112,Oppgave,Innlevering: 20. mai 2025 kl. 14:00,N/A
SAM-2020,Mappevurdering,Innlevering: 4. desember 2024 kl. 14:00,N/A
SAM-3010,Oppgave,Innlevering: 11. desember 2024 kl. 14:00,N/A
SAM-3010,Oppgave,Innlevering: 2. juni 2025 kl. 14:00,N/A
SAM-3012,Oppgave,Innlevering: 4. desember 2024 kl. 14:00,N/A
SAM-3015,Oppgave,Innlevering: 26. mai 2025 kl. 14:00,N/A
SAM-3090,Oppgave,Innlevering: 8. mai 2025 kl. 14:00,N/A
SAM-3115,Skriftlig skoleeksamen,Dato: 23. april 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
SAM-3117,Oppgave,Innlevering: 22. november 2024 kl. 14:00,N/A
SAM-3118,Hjemmeeksamen,"Utlevering: 16. juni 2025 kl. 09:00
Innlevering: 16. juni 2025 kl. 15:00",N/A
SAM-3190,Oppgave,Innlevering: 25. april 2025 kl. 14:00,N/A
SAM-3984,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
SOA-1001,Muntlig eksamen,Dato: 3. desember 2024 kl. 08:15,(TROMSO): Teorifagbygget hus 1 – Plan 2 rom til bruk for eksamen
SOA-1006,Off campus exam,"Utlevering: 29. november 2024 kl. 09:00
Innlevering: 6. desember 2024 kl. 14:00",N/A
SOA-1010,Hjemmeeksamen,"Utlevering: 22. april 2025 kl. 09:00
Innlevering: 29. april 2025 kl. 14:00",N/A
SOA-2003,Hjemmeeksamen,Innlevering: 13. mai 2025 kl. 14:00,N/A
SOA-2004,Hjemmeeksamen,"Utlevering: 13. mai 2025 kl. 09:00
Innlevering: 27. mai 2025 kl. 14:00",N/A
SOA-3002,Oppgave,Innlevering: 27. november 2024 kl. 14:00,N/A
SOA-3006,Off campus exam,"Utlevering: 25. april 2025 kl. 09:00
Innlevering: 5. mai 2025 kl. 14:00",N/A
SOA-3013,Hjemmeeksamen,"Utlevering: 15. november 2024 kl. 09:00
Innlevering: 22. november 2024 kl. 14:00",N/A
SOA-3015,Off campus exam,"Utlevering: 2. april 2025 kl. 09:00
Innlevering: 9. april 2025 kl. 14:00",N/A
SOA-3020,Hjemmeeksamen,Innlevering: 2. juni 2025 kl. 14:00,N/A
SOA-3900,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
SOA-3902,Assignment,Innlevering: 21. mai 2025 kl. 14:00,N/A
SOS-1001,Hjemmeeksamen,"Utlevering: 8. november 2024 kl. 09:00
Innlevering: 22. november 2024 kl. 14:00",N/A
SOS-1002,Skriftlig skoleeksamen,Dato: 11. april 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
SOS-1018,Hjemmeeksamen,"Utlevering: 20. mai 2025 kl. 09:00
Innlevering: 27. mai 2025 kl. 14:00",N/A
SOS-1030,Hjemmeeksamen,"Utlevering: 25. oktober 2024 kl. 09:00
Innlevering: 6. desember 2024 kl. 14:00",N/A
SOS-2001,Skriftlig skoleeksamen,Dato: 11. april 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
SOS-2002,Oppgave,Innlevering: 9. mai 2025 kl. 14:00,N/A
SOS-2003,Hjemmeeksamen,"Utlevering: 21. november 2024 kl. 09:00
Innlevering: 22. november 2024 kl. 09:00",N/A
SOS-2005,Oppgave,Innlevering: 9. mai 2025 kl. 14:00,N/A
SOS-2017,Off campus exam,"Utlevering: 7. mai 2025 kl. 09:00
Innlevering: 14. mai 2025 kl. 14:00",N/A
SOS-3000,Oppgave,Innlevering: 29. november 2024 kl. 14:00,N/A
SOS-3010,Skriftlig skoleeksamen,Dato: 20. november 2024 kl. 09:00,"(TROMSO): Teorifagbygget hus 4 – Rom 4.248, leserom (Tromsø)"
SOS-3017,Off campus exam,"Utlevering: 7. mai 2025 kl. 09:00
Innlevering: 14. mai 2025 kl. 14:00",N/A
SOS-3018,Hjemmeeksamen,"Utlevering: 8. november 2024 kl. 09:00
Innlevering: 22. november 2024 kl. 14:00",N/A
SOS-3018,Muntlig eksamen,Dato: 11. desember 2024 kl. 10:00,N/A
SOS-3900,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
SOS-3981,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
